Player,Season,Team,Position,GP,TOI,TM #,TOI/GP,TOI%,RAPM_CA/60,RAPM_xGA/60,GAR/60,xGAR/60
Matt Luff,21-22,NSH,R,23,209.95,24,13.55,27.75,0.33,0.014,0.2,0.12
Matt Luff,22-23,DET,R,19,186.28,26,13.9,28.15,-1.61,-0.041,0.08,0.16
Matt Martin,21-22,NYI,L,71,798.62,29,14.32,28.15,-1.47,-0.042,-0.01,0.03
Matt Martin,22-23,NYI,L,81,882.07,33,14.3,28.44,0.26,0.001,0.12,0.17
Matt Martin,23-24,NYI,L,57,523.38,24,13.94,27.37,-2.29,0.008,0.2,0.17
Matt Martin,24-25,NYI,L,32,270.42,26,13.46,26.35,-1.87,-0.089,-0.02,0.01
Matt Nieto,21-22,S.J,L,70,868.67,31,14.7,28.99,-2.49,-0.051,0.06,0.05
Matt Nieto,22-23,COL,L,36,343.77,24,14.33,28.83,0.79,0.008,0.12,0.21
Matt Nieto,22-23,S.J,L,45,561.53,23,14.88,29.73,-0.6,-0.017,0.19,0.15
Matt Nieto,23-24,PIT,L,22,198.65,22,13.48,27.29,-1.03,-0.031,-0.02,-0.05
Matt Nieto,24-25,PIT,L,32,322.63,34,13.87,27.27,-0.67,-0.039,0.06,0.03
Matt Rempe,23-24,NYR,C,17,93.93,22,13.22,26.47,-1.56,-0.067,0.02,-0.03
Matt Rempe,24-25,NYR,C,42,355.42,33,13.54,27.04,-0.55,-0.025,0.09,0.12
Matt Rempe,25-26,NYR,C,16,130.08,25,13.48,26.56,-0.1,0.028,0.19,0
Matt Savoie,25-26,EDM,C,40,475.25,28,15.31,30.04,0.62,0.002,0.13,0.19
Matthew Highmore,21-22,VAN,C,46,524.4,30,14.19,28.16,-1.07,-0.023,0.09,0.05
Matthew Highmore,24-25,OTT,C,41,398.78,29,13.62,27.73,0.05,0.006,0.22,0.21
Matthew Knies,23-24,TOR,L,80,1007.52,28,15.53,30.76,1.87,0.088,0.34,0.37
Matthew Knies,24-25,TOR,L,78,1100.15,30,15.71,31.33,1.01,0.068,0.32,0.26
Matthew Knies,25-26,TOR,L,35,526.18,24,15.51,30.65,-1.07,-0.016,0.28,0.24
Matthew Phillips,23-24,WSH,R,28,253.05,29,14.79,29.3,-0.92,-0.008,0.09,0.13
Matthew Poitras,23-24,BOS,C,33,405.15,24,14.64,29.43,0.78,0.062,0.28,0.26
Matthew Poitras,24-25,BOS,C,33,395.87,29,14.36,28.74,-0.79,0.001,0.14,0.16
Matthew Tkachuk,21-22,CGY,L,82,1196,26,15.59,31.29,1.79,0.149,0.63,0.54
Matthew Tkachuk,22-23,FLA,L,79,1165.33,28,14.94,31.28,1.76,0.088,0.26,0.33
Matthew Tkachuk,23-24,FLA,L,80,1077.97,26,14.8,30.8,3.82,0.112,0.23,0.28
Matthew Tkachuk,24-25,FLA,L,52,738.33,22,15.36,30.83,2.39,0.1,0.18,0.19
Matthew Wood,24-25,NSH,R,6,63.67,20,13.62,27.33,-0.15,-0.028,0.01,0.06
Matthew Wood,25-26,NSH,R,31,322.9,21,14.13,28.96,0.51,0.004,0.11,0.11
Mattias Janmark,21-22,VGK,C,67,835.12,34,14.65,28.68,1.23,0.036,0.17,0.18
Mattias Janmark,22-23,EDM,C,66,819.48,28,14.16,28.75,1.51,0.092,0.29,0.3
Mattias Janmark,23-24,EDM,C,71,707.58,25,13.72,27.45,2,0.098,0.1,0.22
Mattias Janmark,24-25,EDM,C,80,917.18,29,14.26,28.1,0.44,0.051,0.15,0.18
Mattias Janmark,25-26,EDM,C,24,263.37,26,13.73,27.02,-0.37,-0.015,0.05,0.12
Matty Beniers,21-22,SEA,C,10,135.02,21,14.54,28.93,-1.14,-0.054,0.27,0.2
Matty Beniers,22-23,SEA,C,80,1122.33,25,15.12,30.29,1.84,0.054,0.4,0.47
Matty Beniers,23-24,SEA,C,77,1133.65,30,14.97,29.72,1.82,0.054,0.24,0.18
Matty Beniers,24-25,SEA,C,82,1236.12,29,15.28,30.33,-0.29,-0.034,0.16,0.13
Matty Beniers,25-26,SEA,C,37,577.2,25,15.61,30.71,-0.41,-0.087,0.01,0.15
Matvei Gridin,25-26,CGY,R,4,52.27,20,14.95,30.44,0.28,-0.013,0.12,0.05
Matvei Michkov,24-25,PHI,R,80,1061.23,30,15.42,30.04,0.05,0.082,0.22,0.24
Matvei Michkov,25-26,PHI,R,37,447.08,26,15.23,29.9,-0.02,0.02,0.24,0.2
Mavrik Bourque,24-25,DAL,C,73,825.12,28,14.33,28.99,0.63,0.031,0.22,0.23
Mavrik Bourque,25-26,DAL,C,39,485.1,23,14.45,29.11,-0.62,0.014,0.27,0.27
Max Comtois,21-22,ANA,L,52,632.42,34,14.99,29.48,-0.27,-0.013,0.12,0.14
Max Comtois,22-23,ANA,L,64,799.72,29,14.32,28.56,-3.3,-0.203,-0.13,-0.18
Max Domi,21-22,CAR,C,19,201.48,20,13.94,28.46,2.55,0.089,0.21,0.24
Max Domi,21-22,CBJ,C,53,634.22,27,14.66,29.17,-0.5,-0.065,0.13,0.12
Max Domi,22-23,CHI,C,60,872.95,31,15.43,30.68,-3.02,-0.128,-0.02,-0.02
Max Domi,22-23,DAL,C,20,277.9,21,14.49,29.16,1.67,0.056,0.28,0.24
Max Domi,23-24,TOR,C,80,989.72,29,14.75,29.24,1.07,0.072,0.26,0.31
Max Domi,24-25,TOR,C,74,938.97,28,14.84,29.55,-0.26,-0.003,0.23,0.22
Max Domi,25-26,TOR,C,36,445.83,25,14.92,29.46,-1.25,-0.013,0.29,0.24
Max Jones,22-23,ANA,L,69,842.78,31,14.23,28.41,-3.31,-0.178,-0.14,-0.18
Max Jones,23-24,ANA,L,52,576.35,28,13.82,28.59,-0.52,-0.019,0.08,0.09
Max Jones,24-25,BOS,L,7,68.98,24,14.05,28.12,-0.86,-0.02,0.09,0.07
Max Jones,24-25,EDM,L,19,172.8,26,13.93,27.53,0.41,0.008,0.12,0.15
Max Jones,25-26,EDM,L,7,53.1,20,13.13,26.09,-0.53,0.003,-0.02,0.1
Max McCormick,21-22,SEA,L,10,79.83,25,13.63,27.08,0.6,0.011,0.21,0.17
Max Pacioretty,21-22,VGK,L,39,550.93,28,15.82,30.9,0.14,0.021,0.28,0.18
Max Pacioretty,23-24,WSH,L,47,572.65,27,14.55,28.8,-0.43,0.016,0.18,0.24
Max Pacioretty,24-25,TOR,L,37,446.93,22,15.3,30.52,-0.5,0.009,0.3,0.25
Max Sasson,24-25,VAN,C,29,294.93,31,14.09,27.95,0.18,-0.01,0.1,0.14
Max Sasson,25-26,VAN,C,35,358.58,30,13.68,27.97,-0.76,-0.076,0.03,0.04
Max Shabanov,25-26,NYI,R,26,306.72,23,14.44,28.98,-0.42,-0.045,0.08,0.06
Max Willman,21-22,PHI,C,41,462.1,33,13.88,27.9,-1.83,-0.091,-0.03,-0.03
Max Willman,22-23,PHI,C,9,80.33,22,13.75,27.46,-1.31,-0.062,0.04,0.06
Max Willman,23-24,N.J,C,18,149.52,26,13.26,26.86,0.04,0.024,0.22,0.18
Maxim Mamin,21-22,FLA,C,40,467.85,31,14.61,29.52,3.44,0.141,0.32,0.41
Maxim Tsyplakov,24-25,NYI,R,77,1013.47,30,15.32,29.98,-0.6,-0.022,0.15,0.15
Maxim Tsyplakov,25-26,NYI,R,21,195.87,23,14.02,28.13,-0.78,-0.032,0.04,-0.08
Michael Amadio,21-22,VGK,C,53,637.95,30,14.6,28.55,1.15,0.05,0.19,0.18
Michael Amadio,22-23,VGK,C/R,67,773.98,29,15.01,29.01,-0.21,0.058,0.22,0.16
Michael Amadio,23-24,VGK,R,73,895,33,14.56,29.09,-0.27,0.039,0.27,0.21
Michael Amadio,24-25,OTT,R,72,926.23,29,14.45,29.44,0.66,0.046,0.2,0.17
Michael Amadio,25-26,OTT,R,38,544.7,25,14.88,29.91,1.38,0.067,0.34,0.32
Michael Brandsegg-Nygård,25-26,DET,R,9,97.57,20,14.9,29.48,-0.56,-0.013,0.14,0.02
Michael Bunting,21-22,TOR,L,79,1103.03,33,15.97,31.57,3.21,0.202,0.59,0.65
Michael Bunting,22-23,TOR,L,82,1119.48,40,15.36,31.03,1.6,0.13,0.4,0.36
Michael Bunting,23-24,CAR,L,60,726.05,21,14.29,28.78,4.43,0.122,0.26,0.28
Michael Bunting,23-24,PIT,L,21,289.83,23,15.57,31.49,1.15,0.016,0.27,0.2
Michael Bunting,24-25,NSH,L,18,263.32,22,14.3,28.75,-0.15,-0.022,0.03,0.09
Michael Bunting,24-25,PIT,L,58,733.98,32,14.91,29.4,-0.12,-0.019,0.13,0.1
Michael Bunting,25-26,NSH,L,38,458.28,23,14.05,28.79,0.12,-0.016,0.05,0
Michael Carcone,21-22,ARI,L,21,251.5,30,14.55,28.86,-2.81,-0.154,-0.09,-0.1
Michael Carcone,22-23,ARI,L,9,110.47,19,14.05,28.71,-1.43,-0.085,-0.01,0.01
Michael Carcone,23-24,ARI,L,74,794.78,33,13.79,27.92,-0.63,0.013,0.19,0.13
Michael Carcone,24-25,UTA,L,53,563.73,26,14.34,28.49,1.33,0.033,0.13,0.17
Michael Carcone,25-26,UTA,L,38,432.33,24,14,28.4,0.72,0.038,0.2,0.08
Michael Eyssimont,22-23,S.J,C,20,265.78,25,15.32,30.62,-0.39,-0.004,0.21,0.18
Michael Eyssimont,22-23,T.B,C,15,166.85,20,13.93,28.25,0.74,0.038,0.09,0.1
Michael Eyssimont,22-23,WPG,C,19,185.42,25,14.41,29.38,0.94,0.061,0.22,0.25
Michael Eyssimont,23-24,T.B,C,81,918.73,31,14.06,28.25,0.31,-0.015,0.1,0.16
Michael Eyssimont,24-25,SEA,C,20,207.18,23,13.86,27.53,-0.88,-0.008,0.14,0.13
Michael Eyssimont,24-25,T.B,C,57,601.28,24,13.52,26.72,-0.31,-0.023,0.1,0.09
Michael Eyssimont,25-26,BOS,C,37,387.68,27,13.69,28.24,-0.19,-0.014,0.15,0.08
Michael McCarron,21-22,NSH,R,51,466.2,26,13.28,27.23,0.71,0.037,0.19,0.09
Michael McCarron,22-23,NSH,R,32,290.07,34,13.48,27.44,-0.98,-0.032,-0.02,-0.02
Michael McCarron,23-24,NSH,R,70,781.9,29,13.82,28.33,1.59,0.083,0.15,0.22
Michael McCarron,24-25,NSH,C/R,74,823.98,37,13.81,27.76,0.94,0.034,0.06,0.13
Michael McCarron,25-26,NSH,C,37,418.25,23,13.55,27.78,0.06,-0.023,0.11,0.04
Michael McLeod,21-22,N.J,C,77,839.35,33,14.08,27.72,0.53,0.024,0.17,0.17
Michael McLeod,22-23,N.J,C,80,865.35,26,13.93,27.61,1.17,0.055,0.18,0.19
Michael McLeod,23-24,N.J,C,45,606.15,27,14.29,28.99,0.68,0.023,0.14,0.15
Michael Misa,25-26,S.J,C,7,66.77,22,13.86,28.52,-1.57,-0.039,0.19,0.25
Michael Pezzetta,21-22,MTL,C/L,51,391.33,38,13.56,27.34,-1.32,-0.055,-0.06,-0.03
Michael Pezzetta,22-23,MTL,L,63,553.52,35,13.76,27.76,-1.87,-0.098,0.09,0.1
Michael Pezzetta,23-24,MTL,L,61,462.65,29,13.36,26.9,-1.69,-0.064,0.03,0.08
Michael Pezzetta,24-25,MTL,L,25,148.18,24,13.99,28.13,-0.89,-0.023,-0.01,0.05
Michael Raffl,21-22,DAL,L,76,943.38,28,14.87,29.54,-1.37,-0.038,0.03,-0.06
Michael Rasmussen,21-22,DET,C,80,958.48,33,14.34,28.41,-1.52,-0.047,0.02,-0.02
Michael Rasmussen,22-23,DET,C,56,699.75,25,14.46,29.26,-1.02,-0.041,0.14,0.11
Michael Rasmussen,23-24,DET,C,75,972.5,22,14.28,28.86,-1.54,-0.051,0.18,0.16
Michael Rasmussen,24-25,DET,C,77,866.17,26,14.78,28.86,-0.67,-0.034,0.07,0.01
Michael Rasmussen,25-26,DET,C,35,369.73,22,14.28,28.25,-0.66,-0.011,0.05,0.13
Michael Sgarbossa,21-22,WSH,C,10,91.43,23,13.54,26.93,1.1,0.044,0.23,0.18
Michael Sgarbossa,23-24,WSH,C,25,259.68,25,14.34,28.36,-0.73,-0.008,0.2,0.07
Mika Zibanejad,21-22,NYR,C,81,1149.73,31,15.36,30.36,1.2,0.051,0.15,0.33
Mika Zibanejad,22-23,NYR,C,82,1134.42,29,15.28,30.29,1.69,0.08,0.23,0.36
Mika Zibanejad,23-24,NYR,C,81,1109.62,29,14.84,29.7,1.47,-0.002,0.17,0.26
Mika Zibanejad,24-25,NYR,C,82,1072.42,34,14.79,29.48,0.21,-0.004,0.16,0.16
Mika Zibanejad,25-26,NYR,C,40,599.93,25,16.09,31.7,1.46,0.04,0.3,0.3
Mikael Backlund,21-22,CGY,C,82,1099.87,26,14.45,29,3.25,0.124,0.28,0.35
Mikael Backlund,22-23,CGY,C,82,1130.52,28,14.79,30.02,3.41,0.136,0.2,0.28
Mikael Backlund,23-24,CGY,C,82,1190.35,34,15.4,30.96,2.02,0.052,0.21,0.29
Mikael Backlund,24-25,CGY,C,76,1077.2,33,15.57,30.8,1.92,0.023,0.1,0.12
Mikael Backlund,25-26,CGY,C,39,529.53,26,14.75,30.07,1.6,0.054,0.2,0.25
Mikael Granlund,21-22,NSH,C,80,1165.93,28,15.22,31.17,1.48,0.07,0.39,0.38
Mikael Granlund,22-23,NSH,C,58,799.92,29,14.98,30.6,0.86,0.048,0.25,0.24
Mikael Granlund,22-23,PIT,C,21,247.32,24,13.57,27.72,1.4,0.086,0.2,0.16
Mikael Granlund,23-24,S.J,C,69,1035.9,32,15.17,30.18,-2.81,-0.137,0.01,-0.03
Mikael Granlund,24-25,DAL,C,31,424.53,22,14.85,30.01,0.24,0.034,0.29,0.35
Mikael Granlund,24-25,S.J,C,52,758.1,29,15.13,30.47,-1.29,-0.086,0.09,0.02
Mikael Granlund,25-26,ANA,C,21,258.02,20,14.27,28.89,1.04,0.031,0.17,0.18
Mikael Pyyhtia,23-24,CBJ,L,17,198.42,25,14.07,27.85,-0.59,-0.042,0.07,0.11
Mikael Pyyhtia,24-25,CBJ,L,47,492.17,28,14.42,28.01,-0.37,-0.035,0.16,0.13
Mike Hardman,21-22,CHI,L,21,189.8,28,14.61,29.02,-1.29,-0.035,0.05,0.11
Mike Hardman,22-23,CHI,L,8,79.82,22,13.45,26.95,-1.87,-0.062,0.17,0.15
Mike Hoffman,21-22,MTL,C,67,933.17,36,14.79,29.82,-0.84,-0.056,0.03,0.02
Mike Hoffman,22-23,MTL,L,67,850.57,34,14.42,29.2,-1.45,-0.092,0.02,0.05
Mike Hoffman,23-24,S.J,C,66,780.73,34,14.55,28.94,-2.21,-0.125,-0.07,-0.11
Mikhail Maltsev,21-22,COL,L,18,136.92,27,13.08,26.69,0.49,0.002,0.21,0.19
Mikko Rantanen,21-22,COL,R,75,1213.7,33,16.58,33.67,2.82,0.093,0.46,0.52
Mikko Rantanen,22-23,COL,R,82,1417.63,36,16.38,33.09,3.09,0.12,0.4,0.37
Mikko Rantanen,23-24,COL,R,80,1412.08,32,16.24,33.15,3.2,0.128,0.48,0.54
Mikko Rantanen,24-25,CAR,R,13,205,21,14.79,30.02,4.88,0.16,0.24,0.34
Mikko Rantanen,24-25,COL,R,49,833.15,33,16.59,33.07,3.51,0.119,0.25,0.33
Mikko Rantanen,24-25,DAL,R,20,300.1,21,14.77,29.86,-0.05,0.036,0.35,0.4
Mikko Rantanen,25-26,DAL,R,38,579.03,23,15.42,31.08,-1.24,0.032,0.29,0.27
Milan Lucic,21-22,CGY,L,82,899.78,27,13.83,27.74,1.68,0.03,0.19,0.14
Milan Lucic,22-23,CGY,L,77,841.65,27,13.95,28.34,2.74,0.074,0.2,0.29
Miles Wood,22-23,N.J,L,76,819.77,27,13.98,27.71,2.09,0.125,0.24,0.23
Miles Wood,23-24,COL,L,74,899.02,32,14.13,28.84,2.66,0.062,0.24,0.32
Miles Wood,24-25,COL,L,37,393.12,37,13.85,27.68,1.83,0.03,0.11,0.16
Miles Wood,25-26,CBJ,L,31,373.07,25,15.06,29.4,0.43,0.029,0.23,0.23
Milos Kelemen,22-23,ARI,L,14,105.38,30,12.27,25.16,-1.73,-0.094,-0.15,0.02
Milos Kelemen,23-24,ARI,L,10,76.42,21,13.35,27.04,-2.1,-0.041,0.2,0.06
Mitch Marner,21-22,TOR,C/R,72,1096.17,29,15.88,31.37,3.2,0.187,0.64,0.57
Mitch Marner,22-23,TOR,R,80,1180.08,39,14.99,30.28,0.99,0.101,0.34,0.26
Mitch Marner,23-24,TOR,R,69,1051.32,28,15.64,30.99,2.06,0.139,0.4,0.44
Mitch Marner,24-25,TOR,R,81,1227.52,31,15.55,31.02,0.78,0.072,0.33,0.3
Mitch Marner,25-26,VGK,R,37,549.58,21,15.71,29.97,1.09,0.048,0.33,0.29
Mitchell Chaffee,23-24,T.B,R,30,328,26,13.92,27.95,0.36,-0.043,0.13,0.08
Mitchell Chaffee,24-25,T.B,R,66,712.93,27,13.93,27.49,0.76,0.028,0.21,0.19
Mitchell Chaffee,25-26,T.B,R,7,57.43,20,12.81,26.58,0.98,0.072,0.28,0.23
Mitchell Stephens,21-22,DET,C,27,259.78,30,13.58,26.91,-1.39,-0.048,0.11,0.05
Mitchell Stephens,23-24,MTL,C,23,180.6,23,13.06,26.19,-2.46,-0.095,0.15,0.11
Mitchell Stephens,24-25,SEA,C,28,216.12,24,13.81,27.43,-1.39,-0.022,0.07,0.08
Morgan Barron,21-22,NYR,C,13,111.93,26,13.62,26.86,-1.62,-0.054,-0.12,-0.04
Morgan Barron,21-22,WPG,C,14,146.1,21,14.24,28.37,0.17,0.03,0.1,0.09
Morgan Barron,22-23,WPG,C,70,795.88,29,13.85,28.3,1.48,0.088,0.13,0.2
Morgan Barron,23-24,WPG,C,80,714.47,25,13.58,27.36,1.01,0.051,0.22,0.15
Morgan Barron,24-25,WPG,C,74,669.92,27,13.74,26.85,1.24,0.078,0.25,0.25
Morgan Barron,25-26,WPG,C,31,325.92,24,13.78,27.91,-0.22,-0.044,-0.06,0.02
Morgan Frost,21-22,PHI,C,55,647.28,36,14.51,29.22,-1.05,-0.044,0.1,0.13
Morgan Frost,22-23,PHI,C,81,1101.1,31,14.74,29.34,-0.79,-0.009,0.15,0.12
Morgan Frost,23-24,PHI,C,71,911.13,28,14.46,29.29,1.26,0.038,0.18,0.22
Morgan Frost,24-25,CGY,C,32,423.47,25,15.2,30.06,0.91,-0.023,0.1,0.08
Morgan Frost,24-25,PHI,C,49,618.97,26,15.36,29.91,-0.9,0.074,0.22,0.25
Morgan Frost,25-26,CGY,C,39,469.3,27,14.86,30.24,0.35,-0.01,0.02,0.09
Morgan Geekie,21-22,SEA,C,73,802.83,34,14.31,28.43,-0.22,-0.024,0.2,0.17
Morgan Geekie,22-23,SEA,C,69,656.28,25,14,28.05,1.49,0.081,0.34,0.4
Morgan Geekie,23-24,BOS,C,76,1016.85,31,14.41,28.95,0.15,0.04,0.23,0.2
Morgan Geekie,24-25,BOS,C,77,1129.55,38,15.44,30.81,-0.67,0.008,0.31,0.2
Morgan Geekie,25-26,BOS,C,40,546.98,28,14.62,30.26,-0.87,-0.066,0.14,-0.02
Nate Danielson,25-26,DET,C,25,241.03,22,14.31,28.35,-0.62,-0.034,-0.08,-0.05
Nate Thompson,21-22,PHI,C,33,315.07,32,13.62,27.47,-1.85,-0.09,-0.01,-0.02
Nathan Bastian,21-22,N.J,R,60,586.58,31,14.21,27.96,-0.07,0,0.15,0.07
Nathan Bastian,21-22,SEA,R,12,109.72,22,13.96,27.8,0.63,0.001,0.23,0.17
Nathan Bastian,22-23,N.J,R,43,429.57,24,14.04,27.81,1.65,0.029,0.13,0.1
Nathan Bastian,23-24,N.J,R,54,467.53,28,13.92,28.24,0.15,0.027,0.21,0.18
Nathan Bastian,24-25,N.J,R,59,585.98,29,13.7,27.17,-0.49,-0.023,-0.01,0.03
Nathan Bastian,25-26,DAL,R,20,164.75,23,13.21,26.62,-1.21,-0.027,0.19,0.12
Nathan MacKinnon,21-22,COL,C,65,1077.38,32,16.63,33.81,3.66,0.142,0.55,0.55
Nathan MacKinnon,22-23,COL,C,71,1239.92,34,16.57,33.43,2.19,0.099,0.35,0.39
Nathan MacKinnon,23-24,COL,C,82,1444.08,32,16.36,33.41,1.36,0.003,0.39,0.34
Nathan MacKinnon,24-25,COL,C,79,1394.45,40,16.63,33.17,2.07,0.034,0.24,0.3
Nathan MacKinnon,25-26,COL,C,38,636.35,24,15.88,32.51,2.09,0.121,0.62,0.52
Nathan Smith (C),21-22,ARI,C,10,123.32,24,14.5,28.72,-2.73,-0.141,-0.08,-0.05
Nathan Walker,21-22,STL,L,30,340,28,13.79,27.43,-1.39,-0.02,0.02,0.08
Nathan Walker,22-23,STL,L,56,538.48,33,13.87,27.58,-1.46,-0.048,0.12,0.16
Nathan Walker,23-24,STL,L,45,471.02,25,13.88,27.82,-2.9,-0.117,-0.11,-0.17
Nathan Walker,24-25,STL,L,73,814.8,27,14.46,27.99,-0.16,-0.009,0.14,0.14
Nathan Walker,25-26,STL,L,25,281.52,22,14.28,28.18,-1.98,-0.038,-0.06,-0.05
Nazem Kadri,21-22,COL,C,71,1006.37,34,14.97,30.44,2.19,0.057,0.32,0.36
Nazem Kadri,22-23,CGY,C,82,1117.35,28,14.55,29.5,2,0.04,0.15,0.21
Nazem Kadri,23-24,CGY,C,82,1202.72,34,14.42,28.96,0.77,0.001,0.17,0.24
Nazem Kadri,24-25,CGY,C,82,1294.48,34,15.17,30.05,0.92,-0.023,0.14,0.09
Nazem Kadri,25-26,CGY,C,39,590.95,27,14.75,30.03,0.15,0.007,0.02,0.1
Nic Dowd,21-22,WSH,C,64,769.37,32,14.36,28.63,1.99,0.066,0.23,0.25
Nic Dowd,22-23,WSH,C,65,703.1,32,14.06,28.1,1.41,0.077,0.2,0.24
Nic Dowd,23-24,WSH,C,64,803.43,30,14.51,28.69,-0.47,-0.021,0.21,0.01
Nic Dowd,24-25,WSH,C,82,1001.9,26,14.17,28.07,1.62,0.065,0.2,0.2
Nic Dowd,25-26,WSH,C,31,379.93,23,14.14,28.57,0.99,0.064,0.25,0.33
Nic Petan,21-22,VAN,C,18,168.83,26,13.79,27.28,-0.21,0,0.15,0.13
Nic Petan,22-23,MIN,C,10,113.08,27,14.25,28.47,-0.91,-0.025,0.04,0.1
Nic Petan,23-24,MIN,C,6,58.58,22,13.93,28.54,0.02,-0.012,0.21,0.16
Nicholas Abruzzese,21-22,TOR,C,9,82.48,23,14.23,28.21,0.98,0.064,0.33,0.29
Nicholas Merkley,21-22,S.J,R,9,99.22,29,13.8,27.17,-2.47,-0.089,-0.11,-0.1
Nicholas Robertson,21-22,TOR,L,10,97.88,24,14.65,28.99,0.9,0.079,0.31,0.25
Nicholas Robertson,22-23,TOR,L,15,144.27,27,14.64,29.66,0.97,0.08,0.28,0.25
Nicholas Robertson,23-24,TOR,L,56,587.8,28,14.22,28.19,0.54,0.058,0.33,0.19
Nicholas Robertson,24-25,TOR,L,69,747.42,31,14.53,28.96,-0.88,-0.027,0.18,0.12
Nicholas Robertson,25-26,TOR,L,36,406.18,25,14.89,29.41,-0.93,-0.017,0.22,0.22
Nick Bjugstad,21-22,MIN,C,57,565.6,29,13.48,27.6,0.87,0.033,0.25,0.23
Nick Bjugstad,22-23,ARI,C,59,816.88,26,13.92,28.53,-1.43,-0.041,0.1,0.09
Nick Bjugstad,22-23,EDM,C,19,216.2,20,13.8,27.97,1.25,0.074,0.26,0.24
Nick Bjugstad,23-24,ARI,C,76,1007.73,31,14.75,29.9,-0.19,0.02,0.1,0.17
Nick Bjugstad,24-25,UTA,C,66,759.18,26,14.32,28.47,1.39,0.038,0.09,0.15
Nick Bjugstad,25-26,STL,C,25,259.8,23,14.51,28.61,-1.35,-0.015,0.11,0.03
Nick Bonino,21-22,S.J,C,80,1027.7,34,14.64,28.89,-1.37,-0.047,0.04,0.06
Nick Bonino,22-23,S.J,C,59,705.23,28,14.25,28.49,-1.1,-0.021,0.13,0.09
Nick Bonino,23-24,NYR,C,45,447.28,24,13.88,27.78,-0.16,-0.042,0.07,0.12
Nick Cousins,21-22,NSH,C,68,719.8,27,13.71,28.09,-0.31,0.003,0.23,0.13
Nick Cousins,22-23,FLA,C,79,845.17,28,13.53,28.29,1.31,0.057,0.17,0.24
Nick Cousins,23-24,FLA,C,69,814.8,27,14.03,29.22,2.96,0.074,0.13,0.19
Nick Cousins,24-25,OTT,C,50,581.08,29,14.05,28.62,0.33,0.021,0.24,0.21
Nick Cousins,25-26,OTT,C,37,377.68,26,13.94,28.03,0.04,0.025,0.09,0.03
Nick Foligno,21-22,BOS,L,64,681.65,30,13.97,28.28,1.13,0.062,0.27,0.23
Nick Foligno,22-23,BOS,L,60,637.77,29,13.46,27.78,0.23,0.072,0.28,0.26
Nick Foligno,23-24,CHI,L,74,983.52,34,15.2,30.48,-2.89,-0.13,-0.01,-0.05
Nick Foligno,24-25,CHI,L,78,989.23,32,15.05,29.44,-1.76,-0.079,0.05,0.06
Nick Foligno,25-26,CHI,L,16,163.67,23,13.46,27.04,-1.05,-0.077,0.11,-0.03
Nick Lardis,25-26,CHI,L,7,68.8,20,13.38,26.88,-1.05,-0.062,0.18,0.01
Nick Paul,21-22,OTT,L,59,840.43,31,14.86,29.92,-0.17,-0.015,0.08,0.08
Nick Paul,21-22,T.B,L,21,252.5,18,14.73,29.75,1.37,0.058,0.3,0.4
Nick Paul,22-23,T.B,L,80,1062.92,26,14.31,29.06,1.11,0.021,0.17,0.17
Nick Paul,23-24,T.B,L,82,1074.97,31,14.59,29.3,0.98,0,0.14,0.18
Nick Paul,24-25,T.B,L,76,1094.05,27,14.47,28.56,1.15,0.059,0.3,0.28
Nick Paul,25-26,T.B,L,19,237.4,25,13.4,27.85,1.15,0.064,0.37,0.29
Nick Ritchie,21-22,ARI,L,24,283.07,28,14.73,29.16,-2.2,-0.126,0.06,0.05
Nick Ritchie,21-22,TOR,L,33,352.07,25,14.57,28.8,1.41,0.093,0.33,0.35
Nick Ritchie,22-23,ARI,L,58,637.55,28,13.73,28.11,-2.04,-0.095,-0.03,0
Nick Ritchie,22-23,CGY,L,16,181.63,21,14.65,29.73,2.38,0.04,0.13,0.18
Nick Schmaltz,21-22,ARI,C,63,935.87,36,15.21,30.13,-2.37,-0.122,0.12,0.13
Nick Schmaltz,22-23,ARI,C,63,977.4,33,15.13,30.96,0.11,-0.045,0.16,0.19
Nick Schmaltz,23-24,ARI,C,79,1177.6,33,14.95,30.33,0.61,0.005,0.15,0.18
Nick Schmaltz,24-25,UTA,C,82,1176.12,26,15.26,30.34,2.39,0.079,0.2,0.27
Nick Schmaltz,25-26,UTA,C,40,575.6,25,15.41,31.23,1.51,0.081,0.37,0.34
Nick Suzuki,21-22,MTL,C,82,1264.7,39,14.88,30,-0.59,-0.056,0.02,0.07
Nick Suzuki,22-23,MTL,C,82,1262.08,35,14.9,30.22,-1.53,-0.062,0.12,0.15
Nick Suzuki,23-24,MTL,C,82,1313.58,31,15.54,31.26,-1.46,-0.035,0.13,0.14
Nick Suzuki,24-25,MTL,C,82,1248.7,28,15.65,31.5,-1.23,-0.058,0.12,0.17
Nick Suzuki,25-26,MTL,C,38,598.63,27,15.86,31.67,0.27,0.04,0.22,0.35
Nicklas Backstrom,21-22,WSH,C,47,617.23,31,14.77,29.47,0.63,0.027,0.24,0.28
Nicklas Backstrom,22-23,WSH,C,39,508.2,30,14.41,28.74,0.13,0.021,0.2,0.21
Nicklas Backstrom,23-24,WSH,C,8,97.97,20,14.93,29.61,-1.28,-0.022,0.09,0.12
Nico Hischier,21-22,N.J,C,70,997.23,32,15.18,29.85,1.34,0.055,0.2,0.23
